vp	file	rhotic_label	rhotic_start	rhotic_end	rhotic_dur	rhotic_mid	no_closures_total	rhotic_centre_of_gravity	rhotic_sd	rhotic_skewness	rhotic_kurtosis	rhotic_central_moment	rhotic_intensity	rhotic_intensity_norm
8	vp008_Danke_Revolution0	a_t_2_v	1.4382299203767217	1.4741480991359852	0.03591817875926351	0.7550331389476244	1	2900.96	2454.87	0.79	-0.7	11629353039.16	66.83	79.71
8	vp008_Danke_Rezept0	a_t_2_v	1.1519740097205322	1.195374	0.043399990279467726	0.6193869951397338	1	2025.23	1542.44	2.81	10.02	10297298383.68	70.68	79.34
8	vp008_Danke_Ricotta0	a_a_2_v	1.6679162930668168	1.679309343248453	0.011393050181636166	0.8453511967150446	0	2670.47	2053.27	1.7	2.74	14752572274.93	63.25	73.45
8	vp008_Danke_Rind0	a_t_2_v	1.2051379768770965	1.2472528850121825	0.042114908135086004	0.6446838965736342	1	1633.63	2159.21	2.49	5.1	25056208652.54	68.66	81.51
8	vp008_Danke_Ritual0	a_t_2_v	1.2485705661930102	1.291349554322715	0.04277898812970471	0.6670642712262098	1	1895.48	1946.17	1.96	3.45	14445335417.69	73.35	84.81
8	vp008_Danke_Robbe0	a_t_2_v	1.1381754279519665	1.185488	0.04731257204803363	0.6164002860240169	1	6143.76	1997.91	-0.66	1.22	-5298090516.31	69.1	80.1
8	vp008_Danke_Roman0	a_t_2_v	1.3306273418711827	1.3736495864368659	0.043022244565683154	0.7083359155012745	1	2628.54	2413.19	1.5	1.37	21057659960.24	68.04	81.19
8	vp008_Danke_Rosine0	a_t_2_v	1.9467546416412174	1.9915583508185835	0.04480370917736609	1.0181810299979748	1	1471.85	1945.89	2.78	7.64	20488560652.14	62.72	74.78
8	vp008_Danke_Rotwein0	a_t_2_v	0.9176383859437642	0.9649562460114811	0.04731786006771688	0.506137053039599	1	7303.81	1964.32	-1.9	3.09	-14405074879.38	68.66	79.71
8	vp008_Danke_Rubin0	a_t_2_v	1.1629203833034925	1.2038555293533426	0.04093514604985016	0.6223953377015964	1	3729.54	2751.66	0.65	-0.83	13486867578.54	70.3	80.58
8	vp008_Danke_Ruder0	a_t_2_v	1.2053767481557567	1.245442	0.040065251844243255	0.6427536259221216	1	2959.41	2748.35	1	-0.22	20829857116.97	70.15	80.1
8	vp008_Danke_Runde0	a_t_2_v	1.2601792045172437	1.312757221439975	0.05257801692273123	0.6826676191813531	1	7674.76	2417.22	-1.26	1.32	-17753335583.01	70.23	79.77
8	vp008_Danke_Schramme0	a_a_2_v	1.3625365149381652	1.4003069994938007	0.037770484555635475	0.7190387420247181	0	2791.73	2649.83	1.36	0.84	25329859625	67.12	75.98
8	vp008_Danke_Schraube0	a_t_2_v	1.8441410240574243	1.913473608630427	0.06933258457300262	0.9914030966017148	2	2034.92	1701.46	2.23	5.57	10980557376.85	66.21	77.35
8	vp008_Danke_Schrift0	a_a_1_v	1.8964314823683466	1.9271810640653364	0.030749581696989825	0.9789653228811631	0	1522.73	1046.12	3.07	18.27	3518508422.22	69.67	76.72
8	vp008_Danke_Transporter0	a_t_2_v	1.3027910147974149	1.355147	0.05235598520258522	0.7037514926012927	1	1790.05	1927.68	2.57	6.3	18393117343.01	69.87	81.35
8	vp008_Danke_Tribut0	a_a_2_v	1.0581445077052176	1.0990047962483374	0.04086028854311974	0.5699325423957285	0	2192.98	2406.54	1.81	2.42	25168015076.39	67.94	80.5
8	vp008_Danke_Triumph1	a_t_1_v	1.4943101446162321	1.5492585189843087	0.054948374368076536	0.8021034466761926	2	1891.95	1539.05	2.34	7.42	8546151538.89	59.24	69.55
8	vp008_Danke_Trockner0	a_t_2_v	1.0311163806177492	1.0899447466792425	0.05882836606149322	0.5743865563703678	1	2680.42	2383.4	1.53	1.48	20737489324.75	71.22	81.95
8	vp008_Danke_Trophaee0	a_a_2_v	1.0449072699794109	1.0795686000689937	0.03466133008958283	0.5571149650792883	0	2869.13	2120.92	1.35	1.29	12861725343.93	65.05	74.65
8	vp008_Danke_Unterschrift0	a_a_2_v	1.4347506412376088	1.4553206210445901	0.020569979806981387	0.7379453004257858	0	1249.8	522.9	1.49	8.86	213355384.13	68.22	78.09
8	vp008_Danke_Virus0	a_t_2_v	1.2490859767461184	1.3296396011751621	0.08055362442904368	0.7050966128021029	2	733.76	315.65	9.52	157.33	299327561.27	63.72	73.05
8	vp008_Danke_Volltreffer0	a_t_2_v	1.3025570527314168	1.3485536399815525	0.04599658725013578	0.6972751136158442	1	1082.21	519.75	1.8	7.2	253156915.24	63.35	75.49
8	vp008_Danke_Zentrum0	a_t_2_v	1.5173366661236918	1.575374	0.05803733387630827	0.8167056669381542	1	1160.67	528.33	1.58	15.35	233200254.55	64.83	76.4
8	vp008_Danke_abschreiben0	a_a_1_v	1.105153751465067	1.135696412520028	0.030542661054961062	0.5831195367874945	0	3177.84	2657.1	0.84	-0.63	15755963581.14	64.94	75.26
8	vp008_Danke_abtrocknen0	a_t_2_v	1.5899758697854842	1.638302253528454	0.048326383742969714	0.8433143186357118	1	1535.44	2044.73	2.59	6.04	22123734236.4	63.55	70.96
8	vp008_Danke_anbrennen0	a_t_2_v	1.7769021414699457	1.8600350132927757	0.08313287182282991	0.9715839425578028	1	7076.08	1247.67	-1.52	11.38	-2948856710.36	68.69	77.32
8	vp008_Danke_auffrischen0	a_a_1_v	1.6756146097228235	1.7026869717759632	0.027072362053139676	0.8648796669145514	0	2338.12	2330.22	1.6	1.7	20204232599.97	66.97	77.49
8	vp008_Danke_bekreuzigen0	a_t_2_v	1.575283	1.6178515951743644	0.0425685951743644	0.8302100951743644	2	644.29	274.39	8.57	156.31	177021558.12	69.16	76.46
8	vp008_Danke_beruhigen0	a_t_2_v	1.6677120218121546	1.714558	0.046845978187845416	0.8807019890939227	1	3781.46	1710.18	-0.22	-0.2	-1095483204.47	69.36	80.14
8	vp008_Danke_brechen0	a_t_2_v	1.4767463339803835	1.5470251606731766	0.07027882669279317	0.8086519936829849	1	2702.3	2517.66	1.29	0.69	20587149578.44	72.75	82.71
8	vp008_Danke_brennen0	a_t_2_v	1.8985940289146948	1.9848766669354636	0.08628263802076885	1.0355796524781162	1	2500.13	1370.6	2.44	7.29	6284638932.57	69.87	77.5
8	vp008_Danke_bringen0	a_t_2_v	1.2252695683228751	1.2727065864746823	0.04743701815180712	0.6600718023132447	1	3202.31	2363.94	1.1	0.17	14477408467.3	72.93	81.85
8	vp008_Danke_druecken0	a_t_2_v	1.355057	1.3952821813758274	0.040225181375827423	0.7177536813758274	1	1832.29	1225.74	2.92	13.9	5385470663.22	61.79	72.68
8	vp008_Danke_einrollen0	a_a_1_v	1.157563721610289	1.1881271087210863	0.030563387110797313	0.6093452479159418	0	1086.24	447.08	2.09	8.76	187125634.78	61.09	71.95
8	vp008_Danke_extra0	a_t_2_v	1.4515114641266247	1.5173694158476208	0.06585795172099607	0.7916136837843084	1	1228.83	591.61	1.16	11.12	240399494.59	64.51	73.9
8	vp008_Danke_frisch0	a_a_2_v	1.7134127509754045	1.744399	0.03098624902459557	0.8876926245122978	0	1172.31	1091.53	3.75	19.92	4870925702.08	68.36	79.35
8	vp008_Danke_gebraten0	a_t_2_v	1.485416137952775	1.5468171347439743	0.06140099679119926	0.8041090657675868	1	1000.02	520.76	4.35	46.92	614714237.52	69.74	81.67
8	vp008_Danke_heiraten0	a_t_2_v	1.6742443370268514	1.7191666076145988	0.04492227058774745	0.8820444391011731	1	1690.12	1634.42	2.97	10.14	12969576229.95	65.77	77.39
8	vp008_Danke_prallen0	a_a_1_v	1.554921	1.6016586405244178	0.046737640524417756	0.8241981405244178	0	2509.2	1835.04	1.54	2.77	9529336738.06	69.16	79.6
8	vp008_Danke_radikal0	a_t_2_v	1.3452541584881574	1.384898	0.039643841511842526	0.7122709207559212	1	1928.6	1468.27	1.48	3.21	4675703163.79	70.38	80.51
8	vp008_Danke_rational0	a_t_2_v	1.2584160301683154	1.286081576530685	0.02766554636236962	0.6568735614465273	1	2438.43	1185.79	1.91	8.31	3189199192.49	69.38	79.12
8	vp008_Danke_ruhig0	a_t_2_v	1.234394841694228	1.272328932755596	0.037934091061367914	0.655131511908482	1	2701.49	2231.03	1.25	0.91	13925860425.94	66.95	77.96
8	vp008_Danke_schraeg0	a_a_2_v	1.2598824632269983	1.3220497239703095	0.06216726074331125	0.6921084923568104	0	3428.85	2527.37	1.11	0.16	17984177585.84	71.08	82.87
8	vp008_Danke_schwierig0	a_t_1_v	1.3510059743170155	1.3950404942674601	0.044034519950444606	0.7195375071089524	1	1081.56	513.63	2.26	14.02	306692113.59	67.3	77.78
8	vp008_Danke_unfreundlich0	a_a_1_v	1.3305735322952064	1.3465215105613282	0.01594797826612182	0.681234744413725	0	1957.28	2473.3	1.71	1.55	25824813977.6	65.15	74.72
8	vp008_Danke_unkritisch0	a_a_1_v	1.7172947773587888	1.7475736676366898	0.030278890277900983	0.8889262789572954	0	2922.93	2658.65	1.13	0.17	21148102228.13	63.23	72.65
8	vp008_Danke_unprofessionell0	a_a_1_v	1.10432576086448	1.1266188341965329	0.02229307333205277	0.5744559537642928	0	653.84	275.43	7.45	121.06	155648024.61	67.45	79.83
8	vp008_Danke_unterschreiben0	a_a_1_v	1.8745447826778145	1.9091319401436215	0.034587157465806984	0.9718595488047143	0	1024.53	917.22	7.32	59.11	5650515894.39	67.7	74.98
8	vp008_Danke_verbrannt0	a_t_2_v	1.2887820127016574	1.3297924467100826	0.04101043400842519	0.6854014403592539	1	1981.87	2238.33	1.86	2.43	20876683680.17	71.05	80.46
8	vp008_Danke_verkraften0	a_t_2_v	1.9186256846282148	1.9763876437982588	0.05776195917004401	1.0170748014841515	1	3588.29	2900.39	0.74	-0.52	18101436907.87	70	80.46
8	vp008_Danke_zufrieden0	a_a_1_v	1.4539217909750317	1.4832414458310665	0.029319654856034827	0.7562805503435507	0	3492.67	2834.24	0.89	-0.38	20364590684.72	68.39	80.6
8	vp008_Ohne_Adresse0	a_t_2_v	1.3580336025025874	1.405215	0.04718139749741268	0.7261981987487064	1	4170.63	1627.52	-0.53	-1.04	-2276697427.03	70.37	79.99
8	vp008_Ohne_Auftritt0	a_t_2_v	1.9557894982016346	2.0288759108857026	0.07308641268406801	1.0509811617848852	1	1078.3	1337.26	3.97	19.06	9505418181.62	63.45	73.75
8	vp008_Ohne_Baumfrosch0	a_a_2_v	1.9268758423076977	1.9510026840272083	0.024126841719510628	0.9875647628733595	0	2885.6	2280.66	1.41	1.53	16750883808.48	65.04	75.34
8	vp008_Ohne_Brand0	a_t_2_v	1.3978185136179215	1.5028760901949614	0.10505757657703985	0.8039668333860006	1	1668.87	1297.93	2.44	9.24	5334107210.04	72.19	83.62
8	vp008_Ohne_Brasilien0	a_t_2_v	1.1156255580530492	1.164307966979638	0.048682408926588705	0.6064951879531133	1	1482.48	1304.73	3.2	13.11	7115796832.87	69.13	81.97
8	vp008_Ohne_Braten0	a_t_2_v	1.4154488045219975	1.4940719057256342	0.07862310120363669	0.7863475034646354	2	2350.32	1647.4	1.96	5.14	8767187958.66	70.56	82.08
8	vp008_Ohne_Brigade0	a_t_2_v	1.084503415272722	1.1517471080265262	0.06724369275380426	0.6094954003901653	2	2830.87	2402.37	1.24	0.84	17196494868.19	70.47	81.85
8	vp008_Ohne_Chromosom0	a_t_2_v	1.640027239017399	1.690359367960535	0.05033212894313599	0.8703457484518355	1	2181.94	1039.4	3.42	16.74	3834752064.7	58.46	72.03
8	vp008_Ohne_Dreck0	a_t_2_v	1.4094553567054686	1.455556	0.04610064329453145	0.7508283216472658	1	745.75	298.46	2.84	17.63	75450765.56	71.12	80.6
8	vp008_Ohne_Drohung0	a_t_2_v	1.5023265887139208	1.5424760659155634	0.040149477201642636	0.791312771558603	1	2277.4	2451.66	1.82	2.38	26856379192.28	70.23	81.11
8	vp008_Ohne_Drucker0	a_t_2_v	1.0098823601712994	1.0564101947349736	0.04652783456367415	0.5514690146493239	1	1392.23	1707.19	3.31	10.73	16473283956.76	67.7	79.74
8	vp008_Ohne_Einbrecher0	a_a_1_v	1.5934652804450187	1.6113865333186457	0.017921252873627003	0.8146538930961363	0	3568.55	3011.7	0.83	-0.36	22722879117.86	69.59	77.87
8	vp008_Ohne_Einbruch0	a_a_2_v	1.364724822651591	1.422965511404102	0.058240688752511094	0.7406031000783065	0	2978.61	2407.04	1.37	0.98	19069745242.57	65.69	76.91
8	vp008_Ohne_Eindruck0	a_t_2_v	1.79854663562405	1.8411397708418358	0.04259313521778574	0.9418664530298108	1	1416.07	939.23	3.67	23.34	3037734480.04	64.02	75.52
8	vp008_Ohne_Fabrik0	a_t_2_v	1.382522895510889	1.4339065944334837	0.051383698922594645	0.7426451466780392	1	3224.88	3011.2	1.12	0.009	30444247319.57	70.81	83.73
8	vp008_Ohne_Front0	a_t_2_v	1.3363058099704697	1.3863093952771364	0.05000358530666671	0.7181564902919015	2	5201.23	2497.53	-0.14	-0.71	-2157421171.25	66.45	78.03
8	vp008_Ohne_Frost0	a_a_1_v	1.3853996948744478	1.4174212791810323	0.03202158430658453	0.7247214317438084	0	1880.16	1496.43	3.02	10.74	10131708021.36	65.92	78.6
8	vp008_Ohne_Frucht0	a_t_2_v	1.266242729255856	1.321988882388791	0.05574615313293507	0.6888675177608631	1	1806.85	1056.34	3.25	18.01	3825557840.7	68.69	80.13
8	vp008_Ohne_Frust0	a_a_1_v	1.4659297531202802	1.526952655774811	0.06102290265453081	0.7939877792146709	0	1645.72	1085.55	2.25	10.31	2874673310.63	69.96	81.43
8	vp008_Ohne_Granate0	a_t_2_v	1.15264666445455	1.206073749251018	0.05342708479646796	0.629750417023743	1	2500.51	2024.66	1.13	1.22	9345641135.3	72.06	82.8
8	vp008_Ohne_Grube0	a_t_2_v	1.2954141585535919	1.351838816820222	0.05642465826663012	0.7041317375434261	3	2954.42	2480.7	1.44	1.3	21946536223.86	73.64	85.47
8	vp008_Ohne_Hubschrauber0	a_a_1_v	1.2898521034341757	1.3128216890430402	0.02296958560886453	0.6678956373259524	0	4584.7	3229.17	0.2	-1.64	6774598156.57	70.68	80.88
8	vp008_Ohne_Instrument0	a_t_1_v	1.4441632304947927	1.4909914472825707	0.04682821678777804	0.7689098320351744	1	3454.59	2971.69	0.83	-0.65	21705395745.2	72.1	83.69
8	vp008_Ohne_Konfrontation0	a_t_2_u	1.684853	1.7208998298470304	0.03604682984703045	0.8784733298470304	1	1498.25	1098.17	4.45	27.77	5898273105.74	59.71	70.66
8	vp008_Ohne_Krabbe0	a_t_2_v	1.5472997658414236	1.6093004461432319	0.062000680301808275	0.8356505632225201	1	1668.58	1360.23	2.36	6.98	5931939989.69	69.41	78.45
8	vp008_Ohne_Krieger0	a_a_2_v	1.6029712276315602	1.6329277325672036	0.02995650493564339	0.8314421187514235	0	4124.75	1358.05	0.87	3.52	2175013819.1	62.02	73.94
8	vp008_Ohne_Krippe0	a_t_2_v	1.1251090429359767	1.1896577639501051	0.06454872101412845	0.6271032424821168	1	2612.91	2490.39	1.63	1.81	25153832959.15	70.6	81.57
8	vp008_Ohne_Kritik0	u_f_1_u	1.604308	1.6454967085391927	0.04118870853919265	0.8433427085391927	0	1965.81	2146.48	2.48	6.01	24521657931.32	55.23	66.28
8	vp008_Ohne_Kritiker0	u_f_2_u	1.4886244543205036	1.5529297712865533	0.06430531696604969	0.8086175441263015	0	3131.8	1975.99	1.05	1.3	8067348034.11	57.66	69.96
8	vp008_Ohne_Kroatien0	a_a_2_v	1.342395121146747	1.369695267278363	0.02730014613161602	0.6984977067049896	0	1821.13	1376.29	3.25	12.62	8462974504.32	69.63	77.69
8	vp008_Ohne_Kroete0	a_a_2_v	1.0532449448453114	1.0898416558749544	0.036596711029643014	0.5632191834522987	0	2664.91	2399.77	1.45	1.25	20075461109.74	68.64	79.61
8	vp008_Ohne_Krokant0	u_a_2_v	2.7600179057361216	2.792690460582655	0.03267255484653342	1.4126815077145942	0	2083.68	1853.95	2.41	6.8	15366275963.76	68.96	77.78
8	vp008_Ohne_Kroketten0	a_t_2_v	1.0246645541937163	1.056026405619482	0.03136185142576564	0.5436941285226238	1	2674.42	2320.45	1.69	2.39	21140820947.62	63.91	72.37
8	vp008_Ohne_Krokodil0	u_f_2_u	1.0104686553388194	1.0667630393387522	0.05629438399993281	0.5615287116693425	0	3457.39	3004.8	0.88	-0.64	23790178669.7	58.97	70.72
8	vp008_Ohne_Luftfracht0	a_t_2_v	1.4412275750635442	1.4908965032400971	0.049668928176552996	0.7702827157083251	1	644.25	278.08	12.4	247.6	266718105.45	68.03	80.39
8	vp008_Ohne_Nachricht0	u_f_1_u	1.2513945720818165	1.284296527893309	0.03290195581149247	0.6585992418524007	0	547.68	191.45	13.57	478.64	95214237.05	58.35	68.37
8	vp008_Ohne_Praesentation0	a_t_2_v	0.9147236492971403	0.9563964504729561	0.04167280117581573	0.4990346258243859	1	3904.91	3166.79	0.73	-0.92	23197708204.74	67.78	79.81
8	vp008_Ohne_Praesident0	a_t_2_v	1.3830154532936905	1.4303634930264586	0.04734803973276813	0.7388557663796134	1	1915.71	1385.06	2.38	8.74	6333974397.9	68.61	80.44
8	vp008_Ohne_Praktikant0	a_t_2_v	1.0934886234751329	1.156095321685276	0.0626066982101432	0.6093510099477096	1	2855.31	2610.24	1.18	0.35	21017308155.85	75.91	83.27
8	vp008_Ohne_Prinzessin0	u_f_1_u	1.2472763702220868	1.3093561624258334	0.0620797922037466	0.68571797731479	0	2231.86	1745.56	1.26	1.31	6710748011.95	53.44	64.43
8	vp008_Ohne_Professor0	u_f_1_u	1.155329	1.1932829990205418	0.03795399902054175	0.6156184990205418	0	1856.04	1194.44	3.41	15.43	5804637204.59	53.09	61.86
8	vp008_Ohne_Profi0	a_t_2_u	1.4631899895738867	1.5284359542754329	0.0652459647015462	0.7968409594884895	1	2009.64	1006.41	2.16	10.29	2203278955.39	56.41	68.86
8	vp008_Ohne_Protein0	a_t_2_v	1.1524827336628591	1.1968059571886351	0.044323223525776	0.6205645903572056	1	1282.53	1379.12	3.2	11.4	8382896375.7	68.14	79.56
8	vp008_Ohne_Rahmen0	a_t_1_v	0.9310272640354729	0.975782	0.04475473596452717	0.5102683679822636	1	4829.03	3312.16	0.31	-1.32	11173311634.28	68.79	79.93
8	vp008_Ohne_Rassismus0	a_t_2_v	1.0990714701118371	1.1220831726264533	0.02301170251461615	0.5725474375705347	1	2337.56	1024.28	3.7	17.57	3976910492.86	69.7	79.15
8	vp008_Ohne_Rat0	a_t_2_v	1.0336580626540712	1.072915873381636	0.039257810727564735	0.5560868420546003	1	3831.15	2772.18	0.41	-1.09	8760527217.06	71.05	77.47
8	vp008_Ohne_Regenschirm0	a_t_1_v	1.65415	1.6953794398028406	0.04122943980284055	0.8683044398028406	1	1773.12	1900.31	2.5	6.2	17171767051.44	69.82	82.04
8	vp008_Ohne_Region0	a_t_2_v	0.9757368820506856	1.005669	0.029932117949314274	0.517800558974657	1	1488.69	1688.27	3.05	9.73	14689194185.59	71.28	81.76
8	vp008_Ohne_Rekord0	a_t_2_v	1.1736718693800845	1.2204835420291569	0.04681167264907238	0.6336476073391146	1	1490.28	1208.67	3.29	16.98	5811647195.57	68.98	80.34
8	vp008_Ohne_Religion0	a_t_2_v	0.975556	1.0059007842380054	0.030344784238005462	0.5181227842380054	1	2285.39	2178.61	1.76	2.67	18169495678.28	70.1	82.8
8	vp008_Ohne_Rentier0	a_t_2_v	1.236948286181961	1.277668791706453	0.040720505524492134	0.6591946486154726	1	2709.26	2039.96	1.65	1.8	14044427087.78	69.9	80.55
8	vp008_Ohne_Riese0	a_t_2_v	1.135165644270695	1.1736611830205803	0.038495538749885316	0.6060783608852328	1	2590.66	2602.1	1.39	0.99	24551795530.35	71.26	84.02
8	vp008_Ohne_Ring0	a_t_2_v	1.295011	1.324989	0.02997800000000006	0.6774835	1	2074.86	1359.28	3	10.52	7539892250.83	71.61	83.39
8	vp008_Ohne_Rippe0	a_t_2_v	0.9009280095967208	0.935918	0.034989990403279214	0.4854539952016396	1	3791.06	2712.52	0.78	-0.43	15634403071.08	71.39	83.17
8	vp008_Ohne_Rivale0	a_t_2_v	1.6385226773887918	1.6792156271631211	0.04069294977432936	0.8599542884687252	1	2138.66	1993.71	2.32	5.17	18355572757.7	69.61	81.3
8	vp008_Ohne_Robotik0	a_t_2_v	1.275011	1.304989	0.02997800000000006	0.6674835	1	2227.61	1612.2	2.24	4.72	9386212531.63	71.63	82.64
8	vp008_Ohne_Romantik0	a_t_2_v	1.3648970571893415	1.4099788430023543	0.04508178581301281	0.7275303144076836	1	2169.3	1123.07	2.43	10.84	3446482153.12	65.8	75.23
8	vp008_Ohne_Routine0	a_t_2_v	1.0132459288171154	1.0477608803398568	0.03451495152274142	0.5411379159312991	1	1101.36	1353.71	4.16	18.91	10316645835.27	69.73	80.61
8	vp008_Ohne_Rudel0	a_t_2_v	1.11858772451087	1.1721386184944784	0.05355089398360846	0.6128447562390434	1	1611.48	867.59	4.24	28.17	2767554877.91	69.79	80.68
8	vp008_Ohne_Ruecken0	a_t_2_v	1.378379557889029	1.414785	0.036405442110970965	0.7255952210554855	1	1861.03	1495.02	2.35	5.48	7853234848.79	69.83	81.11
8	vp008_Ohne_Ruf0	a_t_2_v	1.1790449866673924	1.224295259416039	0.04525027274864657	0.6347727660823428	1	2401.48	2578.27	1.69	1.68	29043930662.59	70.64	82.64
8	vp008_Ohne_Schaedelfraktur0	a_t_2_u	1.7663354194539458	1.8039125219890333	0.0375771025350875	0.9207448122620604	1	2309.74	2459.05	1.78	2.42	26472827636.12	58.82	70.42
8	vp008_Ohne_Schrei0	a_a_1_v	1.5113156536649814	1.5577247002971133	0.046409046632131856	0.8020668734646226	0	2326.21	1747.07	2.52	6.11	13442250078.61	70.77	82.34
8	vp008_Ohne_Schrotflinte0	a_a_1_v	1.0000475086653462	1.0299081950953217	0.029860686429975525	0.5298844407626486	0	4279.5	2843.73	0.9	-0.32	20667482895.58	71.03	82.87
8	vp008_Ohne_Schrott0	a_a_2_v	1.7687534801799982	1.8061281669437834	0.03737468676378519	0.9217514268537843	0	1294.48	1658.62	3.04	8.58	13853809806.32	66.13	76.56
8	vp008_Ohne_Surfbrett0	a_a_2_v	1.884626	1.9391321276286475	0.054506127628647594	0.9968191276286475	0	1930.42	2256.54	2.31	4.62	26525738265.08	68.14	75.28
8	vp008_Ohne_Traenen0	a_t_2_v	1.5720293271056904	1.6239767188733736	0.05194739176768315	0.8379620553205284	1	2377.03	878.98	3.41	18.43	2316440479.76	61.23	76.87
8	vp008_Ohne_Transfusion0	a_t_2_v	1.2233269008375636	1.2812682690733679	0.057941368235804314	0.6696048186545861	2	3500.85	2887.93	0.66	-0.78	15827036747.63	57.92	70.53
8	vp008_Ohne_Treffer0	a_t_2_uv	1.524618638749791	1.6015910230431207	0.07697238429332964	0.8392817036682252	2	2233.18	1323.99	2.72	9.61	6312320380.58	66.69	76.97
8	vp008_Ohne_Tribuene0	a_t_2_v	1.2091707788051291	1.258961822609457	0.04979104380432786	0.6543764332068924	1	1684.63	1733.98	2.61	6.86	13590920388.09	70.61	82.79
8	vp008_Ohne_Trick0	a_t_2_v	1.8204301940320353	1.8642628471880964	0.04383265315606111	0.9540477501720788	1	1519.63	1999	2.6	5.69	20778617516.07	67.98	80.46
8	vp008_Ohne_Trojaner0	a_t_2_v	1.1180436135107537	1.178605698125884	0.06056208461513024	0.6195838913705071	1	3759	3332.62	0.7	-1.01	25779021186.29	64.07	76.14
8	vp008_Ohne_Troll0	a_t_2_v	0.911314388836106	0.9682039580912429	0.056889569255136885	0.51254676367319	1	4142.3	2814.05	0.57	-0.67	12798204240.71	67.45	77.72
8	vp008_Ohne_Trompeter0	a_t_2_v	1.3164127359824185	1.365644153109169	0.0492314171267505	0.7074377851179597	2	2393.78	2419.89	1.57	1.62	22234188568.82	59.46	70.43
8	vp008_Ohne_Unrecht0	a_a_2_v	1.3411054158097349	1.4190979748028214	0.07799255899308655	0.748545266897954	0	3913.34	2687.01	0.63	-0.87	12169283073.22	67.5	78.75
8	vp008_Ohne_Verbrennung0	a_t_2_v	1.4200029283121116	1.4799652660644398	0.059962337752328176	0.769963801908384	1	2236.65	2483.15	1.51	1.22	23125010539.41	71.49	83.19
8	vp008_Ohne_Vertrag0	a_t_2_v	1.4268870049559599	1.4810596587072928	0.054172653751332955	0.7676161562293129	1	1094.11	1044.61	5.18	32.67	5902517145.29	69.17	80.7
8	vp008_Ohne_Vortrag0	a_a_1_u	1.6164185158754651	1.6593015777683944	0.04288306189292923	0.8510923198306618	0	1994.99	1563.84	2.98	9.41	11406332863.74	65.74	76.28
8	vp008_Ohne_Weltkrieg0	a_a_2_v	1.5073500116258238	1.5300937123616711	0.022743700735847305	0.7764187065487592	0	2337.43	2322	2.05	3.29	25628528448.17	69.38	80.03
8	vp008_Ohne_auffressen0	a_a_1_v	1.572947036437264	1.604528051763101	0.031581015325837125	0.8180545335444691	0	1204.49	1461.66	3.83	15.66	11945731590.89	71.24	78.74
8	vp008_Ohne_ausdruecken0	a_t_2_v	1.736907073196085	1.784807	0.04789992680391508	0.9163534634019576	1	3401.54	2752.45	1	-0.36	20947084034.02	66.32	76.58
8	vp008_Ohne_ausrasten0	a_a_2_v	1.333217249961694	1.4017207585392235	0.0685035085775294	0.7351121335583765	0	3253.3	2988.73	0.7	-0.85	18781908538.45	68.2	78.49
8	vp008_Ohne_bekraeftigen1	a_t_2_v	1.635159850035626	1.6895174178473331	0.0543575678117072	0.8719374928295202	1	2202.77	1203.22	3.07	13.95	5342763396.4	70.3	81.39
8	vp008_Ohne_berieseln0	a_t_2_v	1.2147715682243532	1.2560908153758668	0.04131924715151358	0.6487050312636902	1	2225.24	1754.22	2.72	7.62	14706120945.36	74.72	83.2
8	vp008_Ohne_betrachten0	a_a_2_v	1.1745978730298148	1.2311608009651016	0.05656292793528683	0.6438618644501942	0	2009.97	2416.81	1.8	2.19	25439486965.04	74.51	84.38
8	vp008_Ohne_betreten0	a_t_3_v	1.528500898308631	1.5964009328727329	0.06790003456410187	0.8321504837184174	1	2499.79	1992.45	1.78	2.69	14106875651.65	73.29	82.48
8	vp008_Ohne_betruegen0	a_t_2_v	1.2747320039566623	1.325442	0.0507099960433377	0.6880759980216689	1	2837.03	2081.58	1.41	1.46	12693370700.27	66.41	78.99
8	vp008_Ohne_diskret0	a_t_1_v	2.702374625304466	2.7436487200101967	0.041274094705730846	1.3924614073579638	1	4051.81	3013.59	0.32	-1.35	8857561005.97	66.95	77.26
8	vp008_Ohne_einrahmen0	a_a_2_v	1.5418654657523612	1.5962700368460252	0.054404571093664034	0.8253373039698446	0	1702.02	1027.91	2.69	15.52	2917187685.41	66.51	78.4
8	vp008_Ohne_extrem0	a_t_2_v	1.6762765111762732	1.749724003991196	0.07344749281492291	0.9115857484030595	1	1871.63	1271.73	3.14	12.2	6455579878.74	70.26	82.04
8	vp008_Ohne_kraeftig0	a_t_2_v	1.21322408536596	1.2759202674879584	0.06269618212199846	0.6693082248049784	1	1983.02	1593.14	2.71	8.13	10965945262.12	68.2	79.29
8	vp008_Ohne_kriminell0	a_t_2_v	1.5096462011435523	1.5656351542800857	0.055988953136533404	0.8108120537083096	1	2545.66	2087.79	1.9	2.75	17279965955.49	69.1	77.38
8	vp008_Ohne_kurzfristig0	a_a_1_v	1.2385020338580444	1.26067120946745	0.022169175609405567	0.6414201925384277	0	638.43	169.06	15.16	513.03	73275584.46	66.73	78.96
8	vp008_Ohne_rudimentaer0	a_t_2_v	1.513860824286274	1.6488476540592603	0.13498682977298615	0.8919172419161232	1	2298.39	2385.82	1.99	2.82	27025108617.38	69.51	79.44
